text,quality,delivery
"Arrived inoperable. Like a few reviewers I, too, had difficulties with the included bulb. I finally found a place that carried the bulb, screwed it in and eagerly turned on the machine to make sure it worked. The light came on in a pleasing glow then immediately popped into a cloud of smoke. When I unscrewed the bulb I noticed the socket was totally damaged. Could have saved myself a bulb had I double checked that first as the cause. Reordered a different model directly from Amazon. Hoping it arrives in time for daughter's slumber party Friday night. Bummer.",neg,neg
"Poor Packaging, Plastic Parts, low quality. Packaging is terrible. For the heavy item the packaging is pretty much useless. Item came dented and box was extremely damaged. Extremely dissapointed on product and WOULD NOT recommend to ANYBODY. As a matter of fact it was easy to open the box as it was already partially open due to the poor quality of the packaging.Returned item",neg,neg
"review of frankenstein. quick delivery, excellent condition. It was exactly as decribed. I would recommend others to your site as well as shop with you again myself. thanks.",pos,pos
"Wrong choice. Turns out I got the wrong item; she wanted one that took batteries. Never told me that but I'm still in the Dog House. Move over, Tiger Woods.",neg,neg
"Very annoying!. This video is really a disappointment, it came with a Thomas piece so naturally my daughter picked it and I thought the bonus ""feature"" wouldn't be mixed in with the actually Thomas stories but I was wrong. My daughter easily lost interest when the people would come on and talk about loving Thomas and getting to ride the real Thomas train... I was totally annoyed.",neg,neg
"As Good As Promised. This was a gift item, it arrived quickly, the content is good, and the recipient loved it. It was a surprise because he didn't know there was a DVD series of this show.",pos,pos
Good Product. Good product just like it was described and fast shipping. Would buy from this person again.,pos,pos
"A piece of junk 3 times over. My first B70 lasted 3 months and stopped pumping water. Keurig replacedd it with a new unit. That one lasted about a month and started shutting off in the middle of brewing. After 90 minutes with customer service and getting the third degree, keurig said we'll send you a new one, but if we don't receive the K-cup holder from that unit by mail within thirty days you will be charged for the repacement unit. A few days later I received a email saying they were out of inventory and it would take 2 weeks to arrive. The third unit finally arrived and guess what, after 2 days and 4 cups of coffee the pump stopped working. After reading all the bad reviews on amazon it appears Keurig has not attempted to fix the problem and just keeps sending out defective units and hoping for the best. I'll be calling today to try and get my money back.",neg,neg
"Received wrong Item. Dear Amazon;I placed this order pictured above; Cobra HG S300 and I received a Cobra S300 instead. I have been greatly to all lengths dissappointed in the handling of this situation. I requested for UPS to come to my house (call tag) to pick this wrong item up and did not get any results from it. Therefore, I Will No longer place another order from ya'll again. If I had received the correct order, I probably would have been a satisfied customer, but like I said, I am greatly dissappointed and would not recommend ordering from amazon. SORRY!!!!",neg,neg
"worst film ever. I saw this movie with my friend a couple of days ago. i said to her, this is real stupid, i could stop watching it right now and i could care less about the ending. She said, ""we saw this movie already"" and she is telling me what happens next so we start getting into an argument, she claims WE saw it and i said, Vat ? i am getting alzheimers?Finally we figured it out. we started to watch this movie together about 3 months ago and i lost interest and i zonked out.adam sandler and all the whos who in jewish comedy were funny in other movies. but this one really eats the bird!skip it!!!!!!!!!!!",neg,neg
"Awsome Turntable. I was totally broke during x-mas season and my lovely girlfriend had dropped hints that she wanted a portable turntable to take along on our vynil digging adventures, so i scoured the internet until i found one that was affordable and seemed to be good quality, The Numark name said it all for me. Prompt delivery and she was the happiest woman in the world. Needless to say i got a little more for christams than i expected(in a GOOD way), and it was GREAT! Oh Yeah, the product......it was in great condition and works perfectly, and the built in speaker....is acually alot louder than i expected. GREAT product and Speedy delivery. Thanks.Ricky Corona (MODesto, CA)",pos,pos
Totally Failed to perform. One of them arrived damaged on the printer head so did not even print one page. The other one did not print as many pages as I'd expected. Besides the color fades away too fast. Contacted the company without any reply. You'd better go for the genuine HP product.,neg,neg
"This shoes are the worse thing than I have bought. In my first play, the shoes were damaged.... i can't believe it... better it had bought Prince shoes... Anyway... Next time, I will make a better decision....",neg,neg
"Very well acted and directed. While the first half feels predictable and very TV movie, theperformances are good enough (especially Helen Mirren) to keep itgoing.And in the second half, this tale of a collage student mother's helperhired to help a woman in an angry depression after suffering a nervousbreakdown gets more complex and unpredictable.The relationship between the two women, and they way their damagedsouls play off each other is quite moving and grown up.Strong subtle direction by Kevin Bacon.Does take a hit for over the top performances from the kids, and otherkey small roles, all playing types, not human beings.",pos,neg
"chiefs. I read this book a long time ago and purchased to share with friends. It is an awesome book! Great prices, quick ship",pos,pos
"great value, great price. Pros: great price, actually does not stick, heavy duty and durable, easy to clean, arrived on time.Cons: metal part of handle gets very hot (keep your hand on rubber grip)and no saute' pan with set (bought the Anolon Ultimate pan from Amazon for $30. works great for everyday use.Advice: unless you're a pro, don't buy the 3 or 5 qt. saute' pan to compliment your 8-piece set, they're overpriced for everyday use.",pos,pos
"Well Worth the Wait and Speculation!. For all the times that the release was delayed, and all the speculation on the title, what the songs would sound like, and all else, this album does disappoint a Clay fan. Clay has this amazing ability to pour so much emotion into whatever he sings, he pulls you into the song. This is especially true if you have seen him perform a song live. And despite the critics trying to pigeonhole his fan base, he appeals to everyone, and the songs on the CD do just that. I have no way to pick to a favorite, its different each time I listen to it.",pos,neg
Hoot is a Hoot!(J/K). It was a fun exiting adventure! I got lost in his way of keeping you on the edge!,pos,neg
What Dreams May Come DVD. I purchased the product and the DVD does not work. I tried it on couple of new DVD players and it seems damaged goods.,neg,neg
"Good seller. Exactly what was ordered and quick shipping. Lightning can affect these hubs, so make sure you invest in a good surge protector. We've learned the hard way: This is the fifth hub we've purchased.",pos,pos
"Disappointed. The product was not opened, but it had obviously been damaged at some point the pills had been very roughly handled to the point that they had lost their smooth exterior making them difficult to swallow. If you have difficulty with pills this makes it even more difficult and some individuals might gag on them. A serious disappointment. Caution is advised. Be sure to open this product as soon as you purchase it to insure that it is in the proper condition so that you have an opportunity to take proper actions if it is not in an appropriate condition.",neg,neg
"Ugh...... I may like Ms. Dion's voice.. This book is torture.. Maybe something got lost in the French translation... but.. in the French tradition, this diatribe is oh-so-emotional and reads like a high-schooler's attempt to write a fairy tale in composition class.. I equate reading this to eating a block of sugar.. And.. another gripe.. This book is so poorly packaged.. Could some of the pictures could at least be in color?",neg,neg
"Geo Hatch lifts. I was suprized with the ease of the installation. Once installed I had to get out ot the way of the hatch due to the lift capacity of these lifts. The old ones I had to assist the hatch then once opened I had to pump the hatch to get them to stay-up. I ordered one for each side and was surprized that they came in 2 seperate boxes!!! They fit well and were installed within 10 minutes. Seems to be perfect at this time, we'll see how long they last. Thanks again, great shipping time as promised.",pos,pos
"It does not fit my 2008 Camry. The description of this item says it fits my 2008 Camry but it does not actually. It is too long in length and too narrow in width. I cannot install it into my car. When I want to replace it online, I found out it's not possible and I have to pay $6.00 if I want to return it. I think Amazon sent me the wrong item to me and it is amazon that made the mistake. I cannot find a way to contact the staff of amazon to illustrate my issue, which is really a bad customer experience.",neg,neg
Great transfer... The blu-ray copy is epic. Truly a work of art that seems lost in the current ages. I have both the DVD and Blu-ray.,pos,neg
Product delayed. I cancelled my order as it had been delayed and I was leaving on vacation before the date it was promised to be shipped.,neg,neg
"You get less than you pay for. Easy enough to assemble.. Very poorly engineered. The holes that you glue dowels into are over sized and sloppy. The top arced section has damaged surface: prior to painting. Upper doors can't line up, they are slightly different sizes and there is NO provision for adjustment or alignment. The hinges do not have counter-sink holes but, the screws provided are flat head so they don't screw down flush (should have round or pan head screws for hinges). The threaded holes in the knobs are also over sized, you can not tighten properly because the screws slip but don't strip.This item is not worth the $92.95 cost (a ""$157.00 savings""). You can find better Chinese furnishings at Kmart and probably save a couple of bucks! -- Larry",neg,neg
"Wrong Item. Ordered one and got the wrong item, the usa female plug looked like India female plug,there is no way the us pin from us devices would enter in this female part.Returned the item to Amazon returns center.",neg,neg
"Product Quality Not As Good As It Used To Be. The Patio Caddie that we received was slightly damaged in shipping (although not badly enough to deal with the hassle of mailing back a return...just some denting). The bad thing about this grill is that it takes forever to heat past 400 degrees and no longer has a grate area to place little ceramic briquets, therefore, the insides will wear out in record time. This will be our last Patio Caddie.",neg,neg
excellent buy. Love the face wash..... Bought two of them because I go through it so much and o only buy online.. thanks! Arrived on time also,pos,pos
Happy with purchase. I am happy with the copy of the Snow White blu-ray I purchased. It is new and factory sealed as stated in the description and it arrived quickly. Thank you for the great service.,pos,pos
"highly recommended!. Break-up into timed sections, question length and content and subjects covered pretty closely matched my exam, which I took 2 weeks ago. Answers to questions explain why one answer is correct and why the others are wrong. Also gives helpful test-taking tips and advice. Highly recommend it!",pos,neg
"Still amazes me!. Where do I begin? In my opinion, Armin Van Buuren may very well be the best trance dj out there these days. I believe this is his best effort yet. Certainly better than his latest disc, 76. Yeah, I realize I'm writing this review a year and a half after the release of Transparance, but that's how good it is. I have not gotten tired of it after constant play for over a year. I am more of a fan of melodic, euphoric trace, so disc one is my favorite. I can't help but get lost in the songs ""Into the Sun"" and ""Spacelover"" which are mixed flawlessley, back to back. Start to finish, this CD is hard to top. CD2 is also fantastic, a bit harder than 1, but nearly as good as disc 1. If you're a fan of AVB, you better have this CD set. If you aren't familiar with him, you must get it. I would rate this CD #2 in my all time trance favorites, right behind Oakenfold's Tranceport. Yeah, it's that good.",pos,neg
"Bad Chop Job. ""Chiefs"" is a made for TV mini series that runs about 4-1/2 hours without commercials. I was hoping to replace my damaged VHS tape copy with a DVD copy. I was greatly disappointed in this copy as it is badly butchered. Not only was it cut down with many segments chopped or eliminated, the editing was a horrible job. It's as though a 5 year old with scissors was turned loose. There are cuts in the middle of scenes, one even in the middle of a conversation. Portions were removed such that some of the subsequent story made no sense, or did not portray the same message as would have come across if the film had been left in its original length.PS if anyone knows of a full length copy out there I'd love to hear about it.",neg,neg
great. fast delivery and great conditions would defenetly recommend to guy from themand will defently buy from them again,pos,pos
"Junk!!!!. I received this king size bed and it was smashed beyond repair, but after looking at the damage I was able to see what the bed was made of and it was a cheap foam material covered to look like wood. Very poor quality. It looks great until you see what it is really made of. I guess I was lucky that it was damaged because I would not have seen the cheapness of this item. It looks very impressive in the photos, but don't be deceived. If you want a good quality bed that will last, this is definitely not the one!! Junk!!!!!",neg,neg
"awesome color and very comfortable. very pretty light blue,not too pale.great fit,very comfortable.fast shipping.this is my seventh pair. lots of color choices.",pos,pos
"Really?. OK. Short and Sweet. Basically I needed a SPECIFIC book to read over summer for my english class. TRUSTING the seller, I ordered there book, which gives the specific kind of book because there are many many versions, and I needed this one. SO I order it, even get the fast shipping because I needed it in a week or so...they sent me a COMPLETELY DIFFERENT version from what i ordered. ON TOP OF THAT THE SELLER DOES NOT RESPOND TO MY EMAIL SO I CANT RETURN. THEN I HAD TO GET ANOTHER BOOK. SO THANK YOU. MAKE SURE TO NOT BUY FROM THIS SELLER. NEVER. THEY WONT GIVE YOU YOUR MONEY'S WORTH. (THE SELLER : any_book)",neg,pos
"So bad I couldn't even finish it!. This book was bad. Plain and simple. I've only read two of Laymon's other books, The Traveling Vampire Show and Among the Missing, and this book pales in comparison with those two. I got about 1/3 of the way through the book, and I totally lost interest and stopped reading. Even if you are a Laymon fan do yourself a favor and skip this one.",neg,neg
"Don't Buy. I ordered a NAS drive from CompUSA. They sent the wrong item, which was a regular hard drive ($100.00 cheaper), not the NAS drive I ordered. They refused to replace the erroneous item instead offering a refund and raised the price of the NAS drive by $70.00 rather than honor the original price. BATE AND SWITCH. Their customer service was awful I was on hold for 90 minutes trying to get a refund and still got the run-around. DO NOT BUY FROM THEM. I was surprised to find that AMAZON was equally no help telling me that my problem is with CompUSA not AMAZON who I placed the order with, and CompUSA telling me that AMAZON needs to honor the original price.",neg,neg
"Great Product. Bad Shipping.. I LOVE ""It's Always Sunny""! The DVD itself worked great, was complete, etc. However, the case was cracked & broken and looked awful. Considering I was giving it as a gift, it was less than desirable. I ended up keeping it for myself & buying a non-damaged copy from BestBuy.",neg,neg
"A RE-READ. First read this book 20+ years ago. Have read all of Clancy's books since. Reading this book again, reminds me of why have read and collected all of his books. Bought the Kindle book because my original hard copy was lost in a flood.",pos,neg
Porgy and Bess. Recently saw the London show which was fantastic and remember the original well. Not as good as the original but I still get lost in the great music and singing. Can't get the original? This is the next best thing.,pos,neg
Great fun!. Really great puzzle! The scene really depicts the atmosphere of Fisherman's Wharf. Quick delivery and overall I'm very satisfied and would purchase again.,pos,pos
sony HD TV. Delivery was fast and top notch. The delivery person even took the time to make sure the product was not damaged before leaving.The picture on this tv is outstanding. It is definitely everything I thought it would be. A great tv.....eye candy!,pos,neg
Perfect. Was exactly as pictured and came early and packaged correctly so very good im happy would use again in the future,pos,pos
Dark Chocolate powder. This is a hard to find item in the stores. Dark chocolate powder is good for lots of things and this allows me to add artificial sugar to taste instead of calorie heavy sugar in pre-sweetened cocoa. Arrived quickly and well packed.,pos,pos
Not Happy. I wanted very much to have this turkey fryer kit in time for our cookout. When it was delivered the body of the fryer was totally damaged and it was so bad that the lid was bent in and you couldn't see inside.,neg,neg
"Great game. Great Game - bought it to replace my original from years ago, that was damaged. Found I wanted/needed to play it again (and all the other Tomb Raider titles)",pos,neg
"Zagnut Candy Bars. A candy one cannot buy over the shelf, at least here anyway. Our children loved them. Will buy more. Fast shipping, product as expected.",pos,pos
"Pokey. It's Pokey, what more can you say! He arrived quickly and in good condition. Would recommend this Pokey from Toysmith.",pos,pos
"Boo on exchange policy!!!. Hey, great series... However this is the second time that Amazon has delivered a set of dvds where one is severely damaged. No noticable marks/scratches but disc will not play and freezes up system. Returns for full refund are only if item has not been opened... the exchange policy requires return for half refund and then you have to buy it again at full price. Very dissatisfied customer.",neg,neg
"Needs better packaging for shipping. Everything was great, except that the product was a little damaged in shipping. It needs to be packaged better.",pos,neg
"Greatly enjoyed. I received this book for a Christmas present several years ago (I believe I was 13). Even now, I still find myself frequently picking it up and glancing over its many pages.Many buildings are simply represented, and because of this overwhelming variety, the book serves as an excellent introduction to those who feel lost in the immense world of architecture (like me). The written portions describing the buildings are very concise, giving you adequate backround information and description. Photographs are on the smaller side, taking up half a page, but are well-chosen and give a ""feel"" to the writings.I still find quite a thrill in flipping through its many pages, viewing the great variety of architectual works contained within it.Greatly enjoyed, and extremely edifying! Buy it for anyone who shows the slightest inkling of an interest in architecture. It will fascinate any creative mind.",pos,neg
"the product is a fake. This product does not work at all, it's a joke advertising is misleading, the bags were damaged Product was repaired and mounted a pair of these traps and flies were laughing does nothing",neg,neg
"Buy more than one. Just in case.. Bulb maybe got damaged during shipping, but it crumbled to pieces in my hands when I tried to put it into a lamp. Good thing I bought two and was extremely careful with second one.",neg,neg
"This single is bad. Well whats to like about it other than the title track?The 7"" version keeps a bit of the intro and still cuts out the outro. Deeper Underground (Chillington Mix) tries to have a more darker sort of industrial sound which sounds pretty mushy and terrible, as the vocals do not fit in one bit with the music.Overall though if you want all the songs, be sure to get the jewel case version as the cardboard slipcase with trays get annoying and damaged easy and its easier to have 1 cd with all the songs on it rather than 2.",neg,neg
"I'll buy the longer one next time. Very good product, got 3 of these around the house or in the pack now, to keep one handy at all times. Arrived quickly just as ordered. I personally like the longer comb better.",pos,pos
"Worst car game ive ever played.... i trusted the words of these reviews here ... and i was totally disappointed. for one thing the cars u chase dont get damaged by anything but when you hit them and most of the time it just hurts your car more than the bad guy's. once i tried ramming him head on and it took out half my life and less than 10% of his. and the cars are slow and boring. dont buy it. if u think its gonna be good rent it first, because once u rent it you wont want it.. guarenteed.",neg,neg
"Nothing special about the special affects. Most of the time you can't tell what you're looking at, everything is so dark and gritty. There are explosions all the time, but I'm not sure why, as nothing seems to get damaged. The Transformers are garbage. Once again, new ones are introduced with no particular reason why I should care, and the movie is quite cavalier about killing fan favorites. The plot is thin (and ridiculous) and has huge plot holes. Bad guys are bad, but the good guys aren't particularly good anymore, as there are a ton of casualties that nobody seems to care about.This movie evoked nothing but a hatred of Michael Bay.",neg,neg
"Badly written fiction. I first picked this up 15 years ago more to get it off the shelves of the used bookstore than to actually read it. I already knew its reputation then but I did try glancing through it. By the time I hit the infamous list of lies he cobbled together, the book was already getting unwieldy with all the post-it notes I'd put in with refutations to the flat out lies the author tries to pass off as facts, never mind all the cases where he took something that might have resembled truth if in the right light and twisted it to an extent that the last vestige of accuracy was lost in the swamp of fiction and bigotry present in the mind of the author.",neg,neg
grater. The stainless steel rotary cheese grater was a gift for my husbands birthday. He loves to cook and this made a nice addition to his cooking utensil collection. It works great. It arrived on time and in good condition.,pos,pos
"....yawns..... I found it boring, predictable and I have to be honest: I'm writing this review even though I didn't watch the end; I simply lost interest halfway through the movie and switched to Warner Channel.I liked Greg Kinnear's performance (Ronnie's father) but I absolutely hated Miley Cyrus as Ronnie. I'm aware that according to the plot Ronnie has to be a bitch at the beginning, but Miley Cyrus just ruined it for me. What's up with her teeth anyways!That said, I already read what the ending is about, the plot is not that bad, I wonder if the book is any good, I simply regret watching the movie (well, half of it)",neg,neg
Not one of Nicholson's better movies. The Pledge had some moments to it but really could not stay focused on the film for some reason. Got a little lost in the middle of it and did not take much away from it which almost never happens in any Jack Nicholson movie I had seen. The plot seemed to be interesting at first but could not follow the movie well. Maybe for the die hard Nicholson fan but otherwise didn't think was one of his better performances.Peter J. Miller,neg,neg
St. Michael Statue was amazing!. Wow! My seller was QualityBargainsForYou and to say I am impressed is an understatement! The package my St. Michael came in could have fallen off the truck in the middle of the freeway and not been damaged! The detail work and finish of my new St. Michael is spectacular! When I showed it to two people in my office all they could say was WOW! and I am sure one of my co-workers is ordering one as well. Great Job!,pos,neg
"This Book Has Brought Me Peace. Without this book and what it represents I would be lost in life. It has given me meaning and purpose to continue through hard times. Through it I have come to know that God knows and loves me, that I am His son and that He has a plan for all of us: We are here on earth to learn and to grow to be more like Him. But he knew we would make mistakes and sin and therefore, He provided us a way to be forgiven through the eternal sacrifice of His son, Jesus Christ. By repenting and accepting Christ as our Savior we can be purified and return to live with our Father in Heaven after this life. I know the Book of Mormon is the word of God as recieved and written by prophets of old in the Americas. I know that it was translated by the power of God through Joseph Smith and through Joseph Smith, God established His true church in our day: The Church of jesus Christ of Latter-Day Saints",pos,neg
"Great for playdates, but a bit fragile. We are on our third crocodile dentist! It is a wonderful wonderful toy that my developmentally delayed preschooler and his typical friend all LOVE. But I carry it to the park in a large toy bag and the past two copies have broken...when you press a tooth it won't stay down anymore. A good way around this might be to keep it in a box of it's own.This is also a wonderful toy for parents following the RDI Steve Gutstein social therapy for children with Autism. Because this toy has an element of surprise, as you press each tooth you never know if this is the tooth that will cause the jaw to snap shut! Note: the snapping shut is fairly gentle and safe for preschoolers!",pos,neg
"I agree, I don't get the lyrics as well. I agree with the reviewer below. I don't like the style of writing or lyrics in this album. Besides 2 songs, maybe 3, you have to try to think to hard to understand the meaning of the songs. MUSIC ISN'T SUPPOSE TO BE A MATH TEST.When you listen to a song, your suppose to know what it means AND not have to read the lyrics and SOLVE THE PUZZLE. I do like, ""damaged by love"", and ""this old town"". Those you get fast and can understand, as-well as everbody else. "" SQUARE ONE also.",neg,neg
"awesome kit.... I was very much satisfied with this product.Pros:1. Good quality chips2. impressive Dyes3. awesome metal casecons:The base which carries the chips and cards is a bit damaged at couple of places.Over all, its a good bye.",pos,neg
"Disappointed with vendor, purchased NEW, received Used movie. Purchased NEW movie, received obviously used product. no outer case, no Manufacturer seal. Fortunately the movie was not damaged. Loved the Movie, disappointed with the misrepresentation of the product.",neg,neg
"Book. Good Amazon.com seller, and product. Item was recommended to me by the public library. It shipped fast, and I'm pleased with my purchase.",pos,pos
Read orginals. While something is lost in knowing the relationship between Dr. Jekyll and Mr Hyde before you read it. I believe this classic is worth the read. Found the story still interesting and found out I didn't know as much about the story as I thought. It always good to find were these now classic character had there start.,pos,neg
"Clueless times five. Well, the girls were nice to look at. They weren't too bright and it took forever to get to the house where all the action was to take place. I don't see this one ever making anybody's must-see list. In fact, it was so slow moving that it was hard to sit through the whole thing. I did however, and the climax was much like the rest of the film...slooow. It lacked any kind of impact and then two words popped up on the screen that said: ""The End"" and I thought 'Really? That's it?"" The bottom line is, this film is watchable but not fun in any way at any level. If you must watch it, rent it. You probably would only watch it once anyway.",neg,neg
"don't kill the song. I don't know how many minutes are cut from the original but the sequence the fairies sung in the island was terrible, since some lines(not whole song but sentences sometimes, musical bars,i mean) was lost in this DVD...the movie itself is good.",neg,neg
"So worth reading if your a rom-com fan.... Read this, and then re-read this. You will see elements to most every romance novel, play and movie produced since this work was published. If you're a bit obsessive, you may even become an Austenite, seeking P&P rewrites, continuations, movies derived from it, etc. My faves of these are Bridget Jones's Diary (the first book and movie), The Bar Sinister (book continuation), and Lost in Austen (movie). There are TONS of these types of adaptations and explorations of the original novel, and for good reason: it is excellent.",pos,neg
"Excellent product, but save your money. I love the Aquaclear filter and this sponge does a great job of keeping the water clear. However, there is no reason to replace the sponge unless your original one gets damaged. During your weekly water change, rinse and squeeze the sponge in the water you take from the aquarium. It'll last forever this way and you'll keep the beneficial bacteria in the tank where it's going to keep the ammonia and nitrites under control.",pos,neg
"wake me when it's over. I've read all of his books and let's just this one just hasn't grabbed me just yet. Unfortunately I dropped the book and damaged the corner so I ""have to keep it"". Otherwise I would have returned it. What struck me as funny is the fact that both John and Ding are so happily married and that both have kids (or kids on the way). Very non-realistic. I've met a few Spec Ops people in my day and none of them are happily married if married at all. I know I'm nit picking but every single one of his characters are ""the best of the best"". The story is kind of like watching one of those PrimeTime movies that the big channels puts on during re-run season. I guess if you can't find another book to read and you do like his style then you might as well pick it up. But don't buy the hardcover...wait for the paperback.",neg,neg
"Good when it works. I purchased the Zoom 80 upon the birth of my now 2-yr old daughter. We immediately had problems with the film not loading. The store convinced me that I was not feeding it in properly. Needless to say it often took me 2 or more times to do this simple task. I then had problems with the camera not turning on all the time, requiring that I open & close the cover several times until it did turn on. Of course, when I took it back to the store it worked. This was a recurring problem during its short life.On the positive side, the pictures were generally sharp. The best features of the camera were its compactness & clamshell cover.However, don't let the ""armored"" case fool you. I just took the camera in to a repair shop where it was declared dead. The camera circuit board was damaged and would be too costly to replace. The repairman said that his guess was that it was knocked around too much. Granted, it may have been handled roughly at times but it was never dropped.",neg,neg
Great Packaging; CD seems fine. This is a gift and the packaging was appropriate and the CD appears to be undamaged. The song themselves are quite good too.,pos,neg
"Disappointed. Received the alluminum case that was broken in the corners. At the first look thought it was damaged in shipping. But when I looked for the missing/ broken pieces, I could not find them in the shipping box. Then I realised that they packed a broken poker set. Ridiculuos..... how can they sell a crappy product. Utterly disappointed!!",neg,neg
"Basketball. This gift was a perfect choice. My two year old grandson (and his four year old sister!) are having great fun with it. Great quality, speedy delivery - perfect and highly recommended.",pos,pos
awesome for true fan. got these for my son for a gift cuz he is a true fan of the series and he loved it! great price and fast shipping!,pos,pos
"Excellent Noise Reduction Headphones for Travel. The best thing about the headphones are thier size and packability. They fold into a small space, fit nicely into the supplied case, and fit easily into my crampt brief case. The sound is excellent (second only to the more costly and bulky Bose), and the noise reduction is great. As with all sit on your ear headphones, they do make you want to take them off after a several hours of use. My wishes for improvements: A coiled cord that would make it easier to keep from tangeling; an adjustable volume on the cord; a cord that you could unplug from the headphone and replace, if needed. I predict it is only a matter of time before the cord gets pinched or damaged in some way and then...goodbye nice headphones. However, after much research, I found these to be the best NR headphones available for the frequent traveler, with limited space in the carry on.",pos,neg
"Damaged. I received my order and the hinges and or casings for 3 or the 5 seasons were damaged. I could see one, but three?! Since I couldn't return the damaged ones. I returned them all. I may re-order. I don't know.",neg,neg
"Disappointing. This book was the most disappointing that I have read in years. I was a huge fan of Guns, Germs and Steel and The Third Chimpanzee but this book was definitely not up to the standard set by Diamond with those two.While the book is clearly very well researched, and thoroughly explores issues brought forward, it gets lost in Diamond's rhetoric and preaching about environmental measures that must be taken. At times I was sure that I was reading a book by Naomi Klein.Unfortunately, this book does not live up to previous titles by Diamond.",neg,neg
"Don't buy from Eforcity -- slow, disingenuous. What am I reviewing here... this gizmo or the supplier, Eforcity? I never received this product after my order! After waiting and waiting I contacted Eforcity several times -- no reply. After a nasty letter from me Eforcity'r reply feigned lacking information about my mailing address!What a cop-out.I told them I would not pay for it, so Eforcity said they'd give me a refund, which has not come to me yet. I bought another product to replace this from Amazon which arrived quickly from Amazon.",neg,pos
Janes All the worlds aircraft 1996-7. Great to deal with. Very quick delivery. Very highly recommended. Thank you.,pos,pos
Very Impressed with this CB Radio. We were impressed with the speedy delivery and no damage to any of it! It seems to be a great product!,pos,pos
"Riviting page-turner that will keep you on edge. Very enjoyable quick read. Anyone who has ever lost in a casino will appreciate seeing the house get taken, particularly as a result of their deep-seated prejudices.Most of the critics are off base and don't know jack about blackjack. For example, the reason they exceed the 1-5% advantage of most counters is that they only play when the deck is rich, whereas most counters must play whether the deck is rich or poor. By playing big money all the time, these counters turned the tables on the casinos.",pos,neg
"Not As Shown. This item was a gift and I was very disappointed when I received it. The baby frog was so very much smaller than it appeared on Amazon. That said, the item arrived quickly and was well packed. However, it truly was not worth the price, even though it is Swavorski.",neg,pos
"Nightmare delivery!. This order was lost in the mail & I sent an email stating I had yet to receive the DVD that was ordered to be received in time for my daughter to enjoy will recouperating from surgery....Amazon promptly resent the DVD next day air, while it wasn't the surprise I hoped it was still nice to have that kind of service to replace a missing order.",pos,neg
"Very dry & theoretical. I'm amazed that this book has received so many great reviews, when I've found it extremely dry and theoretical. It seems more like a not very engaging textbook than a resource for working development professionals. It becomes more interesting when Ms. Grace uses occasional real-world examples -- and if she decides to write a 3rd edition I'd strongly recommend she use an editor who can translate her concepts into a more reader-friendly style. I'm a graduate of an Ivy-level school so I'm not asking her to ""dumb it down"" -- just don't write in the style of an academic thesis. At least one reviewer noted that Ms. Grace is a warm individual, which leads me to believe that this person has attended her workshops. While she may be an excellent in-person presenter, much seems to have been lost in the writing process, as I didn't sense any warmth or personality in this book. I will continue to read the book to the end, and hope that it somehow gets better.",neg,neg
Thanks sooooooooo much!!!!!!!!!. Thank you so much for the quick shipping and packaging! This was exactly what I wanted and the fact that it came so quickly made it that much better!Two thumbs up for the presentable manner in which they were shipped.KEEP UP THE GREAT SERVICE!,pos,pos
"An Airplane Read - not for serious readers. There is an unfortunate trend towards the quasi-historical in popular novels today, and some rather terrible books get written in order to cash in on it. The Other Bolyn Girl is one of these books - it could have been better, it could have been *great* - but it was damaged by lack of research, childish writing, and the author's obvious purpose to cater to bored housewives and sex-crazed sorority sisters. If you're looking for serious fictionalized history, this is not the place to get it. You'll be disappointed. But if you need something to read on an 8-hour trans-Atlantic flight, then perhaps it's almost readable.",neg,neg
Real Meat Beef Jerky Dog Treats. I should say the dog loves them and frequently begs for them.. They arrived on time and I am very satisfied with the product.,pos,pos
Good. This product arrived on time and in excellent condition. These boots have a good arch and seem sturdy. They do look a little cheaper than I anticipated. The tread is great. Size runs true.,pos,pos
Baby's First Blocks--Fisher Price toy. I ordered this toy for my son's 1st birthday. It shipped quickly and he loves chewing on the blocks (durable). Great first birthday present---he will appreciate the color and shapes soon.,pos,pos
"LETS GET ON WITH IT!. I have enjoyed this series and, I still do. The problem is simply the flow of the story. Like most of you, I have been reading this series for years now. EVEN A STORY OF EPIC PROPORTIONS HAS TO END!! I am starting to feel like I'm watching old re-runs of Giligans Island or Lost in Space. Rand just can't seem to make it to the last battle. The sad thing is that I will finish this series because I'm hooked. Do you realize, if you have purchased all of the books so far, your into this over $70!",neg,neg
"DePalma in Webster's under ""HACK""!. How this guy keeps getting financing to make movies is beyond me. There is so much talent wasted in this film that it just makes one wonder if Hollywood has lost its way! This film should definitely be taught in film school as to what happens when someone with almost no talent rises to this level (that would be Mr.DePalma)and continues to make films with the pretense of great art when in reality, they are just plain bad.The storyline here is completely lost in the mess of spinning cameras, POV's and noir that isn't noir at all. The only thing this movie has going for it is Hillary Swank doing a very bad Catherine Hepburn impersonation (which is laugh out loud bad). I guess it was that excellent direction - this is as bad as it gets!",neg,neg
"Good product, satisfy for everything. Fast delivery. The long handle is easy to hold and feel comfortable. Used it to make watermelon balls for 1st graders, perfectly fit their mouths. Highly recommend!",pos,pos
